Word	Definition	Class	Register	CEFR Level	IPA	Image	Example	Cambridge Examples	Audio	Definition Audio	Example Audio	Explanation	Morphology	Etymology	Connected Words	Hint	ID	Hide this	Tags
characteristic	"A <span id=""word-in-definition"">characteristic</span> is something that shows what a person or a thing is like."	noun		B2	/ˌker.ək.təˈrɪs.tɪk/	"<img src=""characteristic.jpg"" />"	One characteristic of tigers is their black stripes.	"• Unfortunately a big nose is a family characteristic.
<br>• Sentimentality seems a characteristic of all the writers of that period.
<br>• The male bird displays (= has) several characteristics which distinguish him from the female."	[sound:oxford_characteristic.mp3]	[sound:characteristic_meaning.mp3]	[sound:characteristic_example.mp3]						characteristic	characteristic	English::cefr-B2
consume	"To <span id=""word-in-definition"">consume</span> something means to eat or drink it."	verb	formal	B2	/kənˈsuːm/	"<img src=""consume.jpg"" />"	Jack consumed a whole plate of spaghetti.	• He consumes huge amounts of bread with every meal.	[sound:oxford_consume.mp3]	[sound:consume_meaning.mp3]	[sound:consume_example.mp3]						consume	consume	English::cefr-B2
extreme	"If something is <span id=""word-in-definition"">extreme</span>, it is in a large amount or degree."	adjective		B2	/ɪkˈstriːm/	"<img src=""extreme.jpg"" />"	His workout was so extreme that he was sweating heavily.	• extreme pain/stupidity/wealth	[sound:oxford_extreme.mp3]	[sound:extreme_meaning.mp3]	[sound:extreme_example.mp3]						extreme	extreme	English::cefr-B2
fear	"<span id=""word-in-definition"">fear</span> is the feeling of being afraid."	noun		B1	/fɪr/	"<img src=""fear.jpg"" />"	I have a great fear of skateboarding.	"• Trembling with fear, she handed over the money to the gunman.
<br>• Even when the waves grew big, the boy showed no (signs of) fear.
<br>• I have a fear of heights.
<br>• The low profit figures simply confirmed my worst fears.
<br>• <span class=""c-grammar-use"">[ + that ]</span> There are fears that the disease will spread to other countries."	[sound:oxford_fear.mp3]	[sound:fear_meaning.mp3]	[sound:fear_example.mp3]						fear	fear	English::cefr-B1
fortunate	"If you are <span id=""word-in-definition"">fortunate</span>, you are lucky."	adjective	approving	B2	/ˈfɔːr.tʃən.ət/	"<img src=""fortunate.jpg"" />"	I was fortunate to get a seat.	"• <span class=""c-grammar-use"">[ + to infinitive ]</span> You're very fortunate to have found such a nice house.
<br>• He was fortunate in his choice of assistant.
<br>• <span class=""c-grammar-use"">[ + that ]</span> It was fortunate that they had set out early because the traffic was terrible."	[sound:oxford_fortunate.mp3]	[sound:fortunate_meaning.mp3]	[sound:fortunate_example.mp3]						fortunate	fortunate	English::cefr-B2
length	"The <span id=""word-in-definition"">length</span> of something is how long it is from one end to the other."	noun		B1	/leŋθ/	"<img src=""length.jpg"" />"	The length of the floor is three meters.	"• The boat is ten metres in length.
<br>• The length of the bay is approximately 200 miles.
<br>• She planted rose bushes (along) the length of the fence (= the whole distance along it)."	[sound:oxford_length.mp3]	[sound:length_meaning.mp3]	[sound:length_example.mp3]						length	length	English::cefr-B1
observe	"To <span id=""word-in-definition"">observe</span> something is to watch it."	verb	formal	B2	/əbˈzɝːv/	"<img src=""observe.jpg"">"	Brian observed the sun rising over the mountains.	"• The role of scientists is to observe and describe the world, not to try to control it.
<br>• <span class=""c-grammar-use"">[ + question word ]</span> He spent a year in the jungle, observing how deforestation is affecting local tribes.
<br>• Children learn by observing adults."	[sound:oxford_observe.mp3]	[sound:observe_meaning.mp3]	[sound:observe_example.mp3]						observe	observe	English::cefr-B2
opportunity	"An <span id=""word-in-definition"">opportunity</span> is a chance to do something."	noun	formal	B1	/ˌɑː.pɚˈtuː.nə.t̬i/	"<img src=""opportunity.jpg"" />"	I had an opportunity to take pictures in the jungle.	"• Everyone will have an opportunity to comment.
<br>• I was never given the opportunity of going to college.
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> The exhibition is a unique opportunity to see her later work.
<br>• An ankle injury meant she missed the opportunity to run in the qualifying heat.
<br>• formal Please contact us at the earliest opportunity (= as soon as possible).
<br>• He goes fishing at every opportunity (= as often as possible).
<br>• I used to love going out dancing, but I don't get much opportunity now.
<br>• He had a golden (= an extremely good) opportunity to score in the first half but squandered it."	[sound:oxford_opportunity.mp3]	[sound:opportunity_meaning.mp3]	[sound:opportunity_example.mp3]						opportunity	opportunity	English::cefr-B1
realize	"To <span id=""word-in-definition"">realize</span> is to suddenly understand."	verb		B1	/ˈriː.ə.laɪz/	"<img src=""realize.jpg"" />"	After I left my house, I realized that I left the light on.	"• They didn't realize the danger they were in.
<br>• <span class=""c-grammar-use"">[ + (that) ]</span> ""Do you realize (that) this is the third time you've forgotten?"" she said angrily.
<br>• <span class=""c-grammar-use"">[ + question word ]</span> I realize how difficult it's going to be, but we must try.
<br>• As he watched the TV show, he suddenly realized (that) he'd seen it before.
<br>• ""You're standing on my foot."" ""Sorry, I didn't realize."""	[sound:oxford_realize.mp3]	[sound:realize_meaning.mp3]	[sound:realize_example.mp3]						realize	realize	English::cefr-B1
respond	"To <span id=""word-in-definition"">respond</span> is to give an answer to what someone else said."	verb		B2	/rɪˈspɑːnd/	"<img src=""respond.jpg"" />"	When the teacher asked the question, we all responded.	"• <span class=""c-grammar-use"">[ + speech ]</span> To every question, he responded ""I don't know.""
<br>• I asked her what the time was, but she didn't respond.
<br>• He responded by marching off and slamming the door behind him.
<br>• How did she respond to the news?
<br>• <span class=""c-grammar-use"">[ + that ]</span> When the tax office wrote to me demanding unpaid income tax, I responded that I had been working abroad since 1998.
<br>• The police respond to emergencies (= arrive and are ready to deal with emergencies) in just a few minutes."	[sound:oxford_respond.mp3]	[sound:respond_meaning.mp3]	[sound:respond_example.mp3]						respond	respond	English::cefr-B2
risk	"A <span id=""word-in-definition"">risk</span> is a chance of something bad happening."	noun		B2	/rɪsk/	"<img src=""risk.jpg"" />"	I took a risk and climbed the snowy mountain.	"• In this business, the risks and the rewards are high.
<br>• There's a high risk of another accident happening in this fog.
<br>• <span class=""c-grammar-use"">[ + (that) ]</span> The risk (that) we might fail made us work twice as hard.
<br>• <span class=""c-grammar-use"">[ + -ing verb ]</span> It's always a risk starting up a new business.
<br>• The company is quite a good risk (= safe to lend money to).
<br>• We want clean rivers and lakes, where you can swim without risk to your health.
<br>• It's a low/high-risk strategy (= one that is safe/not safe)."	[sound:oxford_risk.mp3]	[sound:risk_meaning.mp3]	[sound:risk_example.mp3]						risk	risk	English::cefr-B2
wonder	"To <span id=""word-in-definition"">wonder</span> is to ask yourself questions or have a need to know."	verb		B1	/ˈwʌn.dɚ/	"<img src=""wonder.jpg"" />"	The young mother wondered if she'd have a boy or a girl.	"• <span class=""c-grammar-use"">[ + question word ]</span> Shouldn't you phone home? Your parents will be wondering where you are.
<br>• He's starting to wonder whether he did the right thing in accepting this job.
<br>• <span class=""c-grammar-use"">[ + speech ]</span> Will this turkey be big enough for eight, I wonder?
<br>• ""Have you decided where you're going next summer?"" ""I've been wondering about (= considering) going to Florida."""	[sound:oxford_wonder.mp3]	[sound:wonder_meaning.mp3]	[sound:wonder_example.mp3]						wonder	wonder	English::cefr-B1
ancient	"If something is <span id=""word-in-definition"">ancient</span>, it is very old."	adjective		B1	/ˈeɪn.ʃənt/	"<img src=""ancient.jpg"" />"	I want to see the ancient buildings in Rome.	"• ancient civilizations/rights/laws
<br>• ancient monuments/ruins/woodlands
<br>• the ancient kingdoms of Mexico
<br>• People have lived in this valley since ancient times.
<br>• History, ancient and modern, has taught these people an intense distrust of their neighbours."	[sound:oxford_ancient.mp3]	[sound:ancient_meaning.mp3]	[sound:ancient_example.mp3]						ancient	ancient	English::cefr-B1
board	"A <span id=""word-in-definition"">board</span> is a flat piece of wood."	noun		B2	/bɔːrd/	"<img src=""board.jpg"" />"	The sign was made of a few wooden boards.	"• Cheeses were laid out on a board.
<br>• There was a ""For Sale"" board outside the house."	[sound:oxford_board.mp3]	[sound:board_meaning.mp3]	[sound:board_example.mp3]						board	board	English::cefr-B2
clue	"A <span id=""word-in-definition"">clue</span> is a fact or object that helps solve a mystery or crime."	noun		B2	/kluː/	"<img src=""clue.jpg"" />"	The detective found some clues on the sidewalk.	"• Police are still looking for clues in their search for the missing girl.
<br>• I'm never going to guess the answer if you don't give me a clue."	[sound:oxford_clue.mp3]	[sound:clue_meaning.mp3]	[sound:clue_example.mp3]						clue	clue	English::cefr-B2
county	"A <span id=""word-in-definition"">county</span> is the largest political division of a state in the US."	noun		B2	/ˈkaʊn.t̬i/	"<img src=""county.jpg"" />"	He wanted to represent the citizens of his county.	"• County Antrim
<br>• A county usually consists of several towns and the rural areas that surround them.
<br>• Rutland is the smallest county in England.
<br>• Texas is divided into 254 counties."	[sound:oxford_county.mp3]	[sound:county_meaning.mp3]	[sound:county_example.mp3]						county	county	English::cefr-B2
exist	"To <span id=""word-in-definition"">exist</span> is to be real."	verb		B1	/ɪɡˈzɪst/	"<img src=""exist.jpg"" />"	Do you really think that unicorns ever existed?	"• I don't think ghosts exist.
<br>• Poverty still exists in this country."	OxfordDefine: Could not root words for exist.	[sound:exist_meaning.mp3]	[sound:exist_example.mp3]						exist	exist	English::cefr-B1
flat	"<span id=""word-in-definition"">flat</span> describes something that is level and smooth with no curved parts."	adjective		B1	/flæt/	"<img src=""flat.jpg"" />"	My parents bought a new flat screen TV over the weekend.	"• An ice rink needs to be completely flat.
<br>• Roll out the pastry on a flat surface.
<br>• Much of the countryside in that region is very flat."	[sound:oxford_flat.mp3]	[sound:flat_meaning.mp3]	[sound:flat_example.mp3]						flat	flat	English::cefr-B1
hidden	"<span id=""word-in-definition"">hidden</span> means to be not easily noticed or too hard to find."	adjective		B1	/ˈhɪd.ən/	"<img src=""hidden.jpg"" />"	The hidden camera recorded everything in the parking lot.	"• a hidden valley
<br>• There were hidden microphones in the room to record their conversation."	[sound:oxford_hidden.mp3]	[sound:hidden_meaning.mp3]	[sound:hidden_example.mp3]						hidden	hidden	English::cefr-B1
