ID	Word	Definition	Class	Register	CEFR Level	IPA	Image	Example	Cambridge Examples	Audio	Definition Audio	Example Audio	Explanation	Morphology	Etymology	Connected Words	Hint	Tags
perform	perform	"To <span id=""word-in-definition"">perform</span> is to do something in front of people who watch."	verb		B1	/pɚˈfɔːrm/	"<img src=""perform.jpg"" />"	He will perform a song for the class.	"• Thomas and Elisa performed a rousing duet for violin and piano.
<br>• She composes and performs her own music.
<br>• A major Hollywood star will be performing on stage tonight.
<br>• There are plans to ban circuses with performing animals."	[sound:perform.mp3]	[sound:perform_meaning.mp3]	[sound:perform_example.mp3]						English::cefr-B1
pressure	pressure	"<span id=""word-in-definition"">pressure</span> is what you apply to make someone do something."	noun		B2	/ˈpreʃ.ɚ/	"<img src=""pressure.jpg"" />"	They put pressure on him to change his mind.	"• public/political pressure
<br>• Teachers are under increasing pressure to work longer hours.
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> Pressure to abandon the new motorway is increasing.
<br>• The government is facing pressure from environmental activists.
<br>• The Defence Secretary resigned under pressure from the Prime Minister (= because the Prime Ministerforced him to).
<br>• She's putting pressure on him (= trying to persuade him) to get married.
<br>• formal The international community is trying to bring pressure to bear on the government (= trying to persuade them) to resolve the situation."	[sound:pressure.mp3]	[sound:pressure_meaning.mp3]	[sound:pressure_example.mp3]						English::cefr-B2
probable	probable	"If something is <span id=""word-in-definition"">probable</span>, it is likely to happen."	adjective		B2	/ˈprɑː.bə.bəl/	"<img src=""probable.jpg"" />"	It is probable that you will get a good grade if you study for the test.	"• The probable cause of death was heart failure.
<br>• An election in June seems increasingly probable.
<br>• <span class=""c-grammar-use"">[ + that ]</span> It is probable that share prices will fall even more."	[sound:probable.mp3]	[sound:probable_meaning.mp3]	[sound:probable_example.mp3]						English::cefr-B2
public	public	"If something is <span id=""word-in-definition"">public</span>, it is meant for everyone to use."	adjective		B1	/ˈpʌb.lɪk/	"<img src=""public.jpg"" />"	I went to the public park to play with my friends.	"• public funds/services/spending
<br>• public buildings
<br>• a public library
<br>• He is unlikely to hold public office (= have an important job in national or local government)."	[sound:public.mp3]	[sound:public_meaning.mp3]	[sound:public_example.mp3]						English::cefr-B1
strike	strike	"To <span id=""word-in-definition"">strike</span> someone or something is to hit them."	verb		B1	/straɪk/	"<img src=""strike.jpg"" />"	She struck the other girl in the face.	"• Her car went out of control and struck an oncoming vehicle.
<br>• The police have warned the public that the killer could strike again.
<br>• The autopsy revealed that his murderer had struck him on the head with an iron bar.
<br>• Have you ever been struck by lightning?
<br>• My golf was terrible today - I just didn't strike the ball well."	[sound:strike.mp3]	[sound:strike_meaning.mp3]	[sound:strike_example.mp3]						English::cefr-B1
support	support	"To <span id=""word-in-definition"">support</span> something is to like it and help it be successful."	verb		B2	/səˈpɔːrt/	"<img src=""support.jpg"" />"	Everyone at work supports the new plan.	"• My father supported the Labour Party all his life.
<br>• The majority of people in the town strongly support the plans to build a new school.
<br>• I think it's important to support local businesses by buying locally.
<br>• <span class=""c-grammar-use"">[ + obj + to infinitive  ]</span> We will always do our best to support our students to succeed."	[sound:support.mp3]	[sound:support_meaning.mp3]	[sound:support_example.mp3]						English::cefr-B2
task	task	"A <span id=""word-in-definition"">task</span> is work that someone has to do."	noun		B2	/tæsk/	"<img src=""task.jpg"" />"	Who has the task of building the brick wall?	"• We usually ask interviewees to perform a few simple tasks on the computer just to test their aptitude.
<br>• The government now faces the daunting task of restructuring the entire health service."	[sound:task.mp3]	[sound:task_meaning.mp3]	[sound:task_example.mp3]						English::cefr-B2
term	term	"A <span id=""word-in-definition"">term</span> is a word for something."	noun		B2	/tɝːm/	"<img src=""term.jpg"" />"	"I often use the term ""oops"" when I make a mistake."	"• ""Without let or hindrance"" is a legal term that means ""freely""."	[sound:term.mp3]	[sound:term_meaning.mp3]	[sound:term_example.mp3]						English::cefr-B2
environment	environment	"The <span id=""word-in-definition"">environment</span> is the place where people work or live."	noun		B1	/ɪnˈvaɪ.rən.mənt/	"<img src=""environment.jpg"" />"	Keeping our environment clean is important to our health.	"• Certain chemicals have been banned because of their damaging effect on the environment.
<br>• We're not doing enough to protect the environment from pollution."	[sound:environment.mp3]	[sound:environment_meaning.mp3]	[sound:environment_example.mp3]						English::cefr-B1
feature	feature	"A <span id=""word-in-definition"">feature</span> is an important part of something."	noun		B2	/ˈfiː.tʃɚ/	"<img src=""feature.jpg"" />"	The cell phone has many features.	"• The town's main features are its beautiful mosque and ancient marketplace.
<br>• Our latest model of phone has several new features.
<br>• A unique feature of these rock shelters was that they were dry."	[sound:feature.mp3]	[sound:feature_meaning.mp3]	[sound:feature_example.mp3]						English::cefr-B2
involve	involve	"To <span id=""word-in-definition"">involve</span> means to be actively taking part in something."	verb		B1	/ɪnˈvɑːlv/	"<img src=""involve.jpg"" />"	The whole family was involved in playing the game.	"• I prefer teaching methods that actively involve students in learning.
<br>• She's been involved with animal rights for many years.
<br>• It would be difficult not to involve the child's father in the arrangements."	[sound:involve.mp3]	[sound:involve_meaning.mp3]	[sound:involve_example.mp3]						English::cefr-B1
mix	mix	"A <span id=""word-in-definition"">mix</span> is different things put together."	noun		B1	/mɪks/	"<img src=""mix.jpg"" />"	The green mix we made in science class spilled onto the table.	"• There was an odd mix of people at Patrick's party.
<br>• ""She's studying physics and philosophy."" ""That's an interesting mix."""	[sound:mix.mp3]	[sound:mix_meaning.mp3]	[sound:mix_example.mp3]						English::cefr-B1
organize	organize	"To <span id=""word-in-definition"">organize</span> is to plan or get ready for an event."	verb		B1	/ˈɔːr.ɡən.aɪz/	"<img src=""organize.jpg"" />"	Make a list to help you organize the things you need.	"• They organized a meeting between the teachers and students.
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> UK She had organized a car to meet me at the airport."	[sound:organize.mp3]	[sound:organize_meaning.mp3]	[sound:organize_example.mp3]						English::cefr-B1
period	period	"A <span id=""word-in-definition"">period</span> is an amount of time when something happens."	noun		B1	/ˈpɪr.i.əd/	"<img src=""period.jpg"" />"	In one period in Europe, there were many knights.	"• Her work means that she spends long periods away from home.
<br>• Unemployment in the first half of the year was 2.5 percent lower than in the same period the year before.
<br>• 15 people were killed in/over a period of four days.
<br>• The study will be carried out over a six-month period."	[sound:period.mp3]	[sound:period_meaning.mp3]	[sound:period_example.mp3]						English::cefr-B1
produce	produce	"To <span id=""word-in-definition"">produce</span> something is to make or grow it."	verb		B1	/prəˈduːs/	"<img src=""produce.jpg"" />"	This tree produces apples every year.	"• France produces a great deal of wine for export.
<br>• Red blood cells are produced in the bone marrow.
<br>• She works for a company that produces (= makes for sale) electrical goods.
<br>• I was wondering whether I could produce a meal out of what's left in the fridge.
<br>• She's asked me to produce a report on the state of the project."	[sound:produce.mp3]	[sound:produce_meaning.mp3]	[sound:produce_example.mp3]						English::cefr-B1
range	range	"A <span id=""word-in-definition"">range</span> is a number or a set of similar things."	noun		B1	/reɪndʒ/	"<img src=""range.jpg"" />"	I saw a range of cars to choose from.	"• I offered her a range of options.
<br>• There is a wide/whole range of opinions on this issue."	[sound:range.mp3]	[sound:range_meaning.mp3]	[sound:range_example.mp3]						English::cefr-B1
recognize	recognize	"To <span id=""word-in-definition"">recognize</span> something is to know it because you have seen it before."	verb		B1	/ˈrek.əɡ.naɪz/	"<img src=""recognize.jpg"" />"	I recognized an old friend from many years ago.	"• I hadn't seen her for 20 years, but I recognized her immediately.
<br>• Do you recognize this song?
<br>• Doctors are trained to recognize the symptoms of different diseases."	[sound:recognize.mp3]	[sound:recognize_meaning.mp3]	[sound:recognize_example.mp3]						English::cefr-B1
regular	regular	"If something is <span id=""word-in-definition"">regular</span>, it happens often and in equal amounts of time."	adjective		B1	/ˈreɡ.jə.lɚ/	"<img src=""regular.jpg"" />"	Our regular lunch time is around noon.	"• a regular customer/churchgoer/reader/user
<br>• Professional athletes make regular appearances on TV."	[sound:regular.mp3]	[sound:regular_meaning.mp3]	[sound:regular_example.mp3]						English::cefr-B1
tradition	tradition	"A <span id=""word-in-definition"">tradition</span> is something people have been doing for a long time."	noun		B2	/trəˈdɪʃ.ən/	"<img src=""tradition.jpg"" />"	Marriage is a tradition all over the world.	"• Fireworks have long been an American tradition on the Fourth of July.
<br>• Switzerland has a long tradition of neutrality.
<br>• <span class=""c-grammar-use"">[ + that ]</span> There's a tradition in our office that when it's somebody's birthday, they bring in a cake for all of us to share.
<br>• We decided to break with tradition (= not behave as usual) this year and go away for Christmas.
<br>• According to tradition, a headless ghost walks through the corridors of the house at night."	[sound:tradition.mp3]	[sound:tradition_meaning.mp3]	[sound:tradition_example.mp3]						English::cefr-B2
trash	trash	"<span id=""word-in-definition"">trash</span> is waste material or unwanted or worthless things."	noun		B1	/træʃ/	"<img src=""trash.jpg"" />"	Please take out the trash; it smells bad	"• The trash really stinks - why don't you take it out?
<br>• He threw a valuable drawing out, thinking it was trash."	[sound:trash.mp3]	[sound:trash_meaning.mp3]	[sound:trash_example.mp3]						English::cefr-B1
attention	attention	"<span id=""word-in-definition"">attention</span> is the notice, thought, or consideration of someone."	noun		B1	/əˈten.ʃən/	"<img src=""attention.jpg"" />"	His work got the attention of two of his co-workers.	"• Ladies and gentlemen, could I have your attention, please?
<br>• They're organizing a campaign to draw people's attention to the environmentally harmful effects of using their cars.
<br>• Wait a moment and I'll give you my full/undivided attention (= I'll listen to and think about only you).
<br>• After an hour, my attention started to wander (= I stopped taking notice)."	[sound:attention.mp3]	[sound:attention_meaning.mp3]	[sound:attention_example.mp3]						English::cefr-B1
